condition,fsm,task,beta,sum_log_p,count
hidden_beta_an,hard,explanation,1.04,-341.89455582061356,16.0
hidden_beta_an,hard,explanation,1.06,-347.91623755599073,16.0
hidden_beta_an,hard,explanation,1.08,-353.951020203636,16.0
hidden_beta_an,hard,explanation,1.1,-359.9984517211735,16.0
hidden_beta_an,hard,explanation,1.12,-366.058097127096,16.0
hidden_beta_an,hard,explanation,1.14,-372.1295373387645,16.0
hidden_beta_an,hard,explanation,1.16,-378.21236816846084,16.0
hidden_beta_an,hard,explanation,1.18,-384.3061994519098,16.0
hidden_beta_an,hard,explanation,1.2,-390.41065428798237,16.0
hidden_beta_an,hard,explanation,1.22,-396.5253683723577,16.0
hidden_beta_an,hard,explanation,1.24,-402.64998940877047,16.0
hidden_beta_an,hard,explanation,1.26,-408.7841765859924,16.0
hidden_beta_an,hard,explanation,1.28,-414.92760011002423,16.0
hidden_beta_an,hard,explanation,1.3,-421.07994078193497,16.0
hidden_beta_an,hard,explanation,1.32,-427.24088961425065,16.0
hidden_beta_an,hard,explanation,1.34,-433.4101474784031,16.0
hidden_beta_an,hard,explanation,1.36,-439.5874247818136,16.0
hidden_beta_an,hard,explanation,1.38,-445.77244116452545,16.0
hidden_beta_an,hard,explanation,1.4,-451.96492521686486,16.0
hidden_beta_an,hard,explanation,1.42,-458.1646142112796,16.0
hidden_beta_an,hard,explanation,1.44,-464.3712538497531,16.0
hidden_beta_an,hard,explanation,1.46,-470.5845980222148,16.0
hidden_beta_an,hard,explanation,1.48,-476.80440857188256,16.0
hidden_beta_an,hard,explanation,1.5,-483.03045507584983,16.0
hidden_beta_an,hard,explanation,1.52,-489.2625146243962,16.0
hidden_beta_an,hard,explanation,1.54,-495.50037161085885,16.0
hidden_beta_an,hard,explanation,1.56,-501.74381753510806,16.0
hidden_beta_an,hard,explanation,1.58,-507.99265079084984,16.0
hidden_beta_an,hard,explanation,1.6,-514.2466764901691,16.0
hidden_beta_an,hard,explanation,1.62,-520.5057062549538,16.0
hidden_beta_an,hard,explanation,1.64,-526.7695580421694,16.0
hidden_beta_an,hard,explanation,1.66,-533.0380559613196,16.0
hidden_beta_an,hard,explanation,1.68,-539.3110300864649,16.0
hidden_beta_an,hard,explanation,1.7,-545.5883163194158,16.0
hidden_beta_an,hard,explanation,1.72,-551.8697561409883,16.0
hidden_beta_an,hard,explanation,1.74,-558.1551965374323,16.0
hidden_beta_an,hard,explanation,1.76,-564.4444897867805,16.0
hidden_beta_an,hard,explanation,1.78,-570.7374932773209,16.0
hidden_beta_an,hard,explanation,1.8,-577.0340693963145,16.0
hidden_beta_an,hard,explanation,1.82,-583.3340853865385,16.0
hidden_beta_an,hard,explanation,1.84,-589.6374131030664,16.0
hidden_beta_an,hard,explanation,1.86,-595.9439289789991,16.0
hidden_beta_an,hard,explanation,1.88,-602.2535137928153,16.0
hidden_beta_an,hard,explanation,1.9,-608.5660526819639,16.0
hidden_beta_an,hard,explanation,1.92,-614.8814347970488,16.0
hidden_beta_an,hard,explanation,1.94,-621.1995532347939,16.0
hidden_beta_an,hard,explanation,1.96,-627.5203049442163,16.0
hidden_beta_an,hard,explanation,1.98,-633.8435908756468,16.0
hidden_beta_an,hard,explanation,2.0,-640.1693151366437,16.0
hidden_beta_an,hard,explanation,2.02,-646.4973854568595,16.0
hidden_beta_an,hard,explanation,2.04,-652.8277131445043,16.0
hidden_beta_an,hard,explanation,2.06,-659.1602127318648,16.0
hidden_beta_an,hard,explanation,2.08,-665.4948016055464,16.0
hidden_beta_an,hard,explanation,2.1,-671.8314003092457,16.0
hidden_beta_an,hard,explanation,2.12,-678.1699323578587,16.0
hidden_beta_an,hard,explanation,2.14,-684.5103242525328,16.0
hidden_beta_an,hard,explanation,2.16,-690.8525046345958,16.0
hidden_beta_an,hard,explanation,2.18,-697.1964052989495,16.0
hidden_beta_an,hard,explanation,2.2,-703.5419612235033,16.0
hidden_beta_an,hard,explanation,2.22,-709.8891088099258,16.0
hidden_beta_an,hard,explanation,2.24,-716.237785139975,16.0
hidden_beta_an,hard,explanation,2.26,-722.5879358820239,16.0
hidden_beta_an,hard,explanation,2.28,-728.9394994335063,16.0
hidden_beta_an,hard,explanation,2.3,-735.292425310108,16.0
hidden_beta_an,hard,explanation,2.32,-741.6466583807221,16.0
hidden_beta_an,hard,explanation,2.34,-748.0021500455593,16.0
hidden_beta_an,hard,explanation,2.36,-754.3588544906618,16.0
hidden_beta_an,hard,explanation,2.38,-760.7167197031988,16.0
hidden_beta_an,hard,explanation,2.4,-767.0757046729603,16.0
hidden_beta_an,hard,explanation,2.42,-773.4357640202221,16.0
hidden_beta_an,hard,explanation,2.44,-779.7968550638255,16.0
hidden_beta_an,hard,explanation,2.46,-786.1589446837252,16.0
hidden_beta_an,hard,explanation,2.48,-792.521983833923,16.0
hidden_beta_an,hard,explanation,2.5,-798.8859479204891,16.0
hidden_beta_an,hard,explanation,2.52,-805.2507940103349,16.0
hidden_beta_an,hard,explanation,2.54,-811.616474276351,16.0
hidden_beta_an,hard,explanation,2.56,-817.9829904281706,16.0
hidden_beta_an,hard,explanation,2.58,-824.3502929333338,16.0
hidden_beta_an,hard,explanation,2.6,-830.7183162586728,16.0
hidden_beta_an,hard,explanation,2.62,-837.0871003715189,16.0
hidden_beta_an,hard,explanation,2.64,-843.4565973654271,16.0
hidden_beta_an,hard,explanation,2.66,-849.8267154019464,16.0
hidden_beta_an,hard,explanation,2.68,-856.1974854569437,16.0
hidden_beta_an,hard,explanation,2.7,-862.5688647663295,16.0
hidden_beta_an,hard,explanation,2.72,-868.9408592263387,16.0
hidden_beta_an,hard,explanation,2.74,-875.3134432991693,16.0
hidden_beta_an,hard,explanation,2.76,-881.6865956983604,16.0
hidden_beta_an,hard,explanation,2.78,-888.0602204848425,16.0
hidden_beta_an,hard,explanation,2.8,-894.4344160465381,16.0
hidden_beta_an,hard,explanation,2.82,-900.8089505398069,16.0
hidden_beta_an,hard,explanation,2.84,-907.1839735730316,16.0
hidden_beta_an,hard,explanation,2.86,-913.5593933517329,16.0
hidden_beta_an,hard,explanation,2.88,-919.9356830050228,16.0
hidden_beta_an,hard,explanation,2.9,-926.3121293482095,16.0
hidden_beta_an,hard,explanation,2.92,-932.6885677344447,16.0
hidden_beta_an,hard,explanation,2.94,-939.0661243569838,16.0
hidden_beta_an,hard,explanation,2.96,-945.4434096151646,16.0
hidden_beta_an,hard,explanation,2.98,-951.8218643804684,16.0
hidden_beta_an,hard,explanation,3.0,-958.1999382177793,16.0
hidden_beta_an,hard,explanation,3.02,-964.5782338890824,16.0
hidden_beta_an,hard,explanation,3.04,-970.9568447463683,16.0
hidden_beta_an,hard,explanation,3.06,-977.3377556107157,16.0
hidden_beta_an,hard,explanation,3.08,-983.7155691108396,16.0
hidden_beta_an,hard,explanation,3.1,-990.0942266381273,16.0
hidden_beta_an,hard,explanation,3.12,-996.4757354289286,16.0
hidden_beta_an,hard,explanation,3.14,-1002.8544860297277,16.0
hidden_beta_an,hard,explanation,3.16,-1009.2352216777491,16.0
hidden_beta_an,hard,explanation,3.18,-1015.6173403490942,16.0
hidden_beta_an,hard,explanation,3.2,-1022.0008933190209,16.0
hidden_beta_an,hard,explanation,3.22,-1028.3778736760983,16.0
hidden_beta_an,hard,explanation,3.24,-1034.7534278300989,16.0
hidden_beta_an,hard,explanation,3.26,-1041.141607390119,16.0
hidden_beta_an,hard,explanation,3.28,-1047.5257045287492,16.0
hidden_beta_an,hard,explanation,3.3,-1053.908859783941,16.0
hidden_beta_an,hard,explanation,3.32,-1060.280869335989,16.0
hidden_beta_an,hard,explanation,3.34,-1066.6690664610435,16.0
hidden_beta_an,hard,explanation,3.36,-1073.0506524475804,16.0
hidden_beta_an,hard,explanation,3.38,-1079.444538380684,16.0
hidden_beta_an,hard,explanation,3.4,-1085.8012410846832,16.0
hidden_beta_an,hard,explanation,3.42,-1092.1942538933704,16.0
hidden_beta_an,hard,explanation,3.44,-1098.5929355044118,16.0
hidden_beta_an,hard,explanation,3.46,-1105.0012204524257,16.0
hidden_beta_an,hard,explanation,3.48,-1111.354549372107,16.0
hidden_beta_an,hard,explanation,3.5,-1117.7365038365015,16.0
hidden_beta_an,hard,explanation,3.52,-1124.203616212085,16.0
hidden_beta_an,hard,explanation,3.54,-1130.5129944460116,16.0
hidden_beta_an,hard,explanation,3.56,-1136.9293021046608,16.0
hidden_beta_an,hard,explanation,3.58,-1143.2995992939516,16.0
hidden_beta_an,hard,explanation,3.6,-1149.526297197212,16.0
hidden_beta_an,hard,explanation,3.62,-1155.974680732455,16.0
hidden_beta_an,hard,explanation,3.64,-1162.146878902732,16.0
hidden_beta_an,hard,explanation,3.66,-1168.8771275580507,16.0
hidden_beta_an,hard,explanation,3.68,-1175.1657871030948,16.0
hidden_beta_an,hard,explanation,3.7,-1181.729322629049,16.0
hidden_beta_an,hard,explanation,3.72,-1188.0058227723653,16.0
hidden_beta_an,hard,explanation,3.74,-1193.727825784923,16.0
hidden_beta_an,hard,explanation,3.76,-1200.3848472396576,16.0
hidden_beta_an,hard,explanation,3.78,-1206.4295241659515,16.0
hidden_beta_an,hard,explanation,3.8,-1213.8924737217997,16.0
hidden_beta_an,hard,explanation,3.82,-1220.5348965796163,16.0
hidden_beta_an,hard,explanation,3.84,-1225.622267235833,16.0
hidden_beta_an,hard,explanation,3.86,-1235.5412533031874,16.0
hidden_beta_an,hard,explanation,3.88,-1240.5853887371677,16.0
hidden_beta_an,hard,explanation,3.9,-1245.7648155608967,16.0
hidden_beta_an,hard,explanation,3.92,-1250.8454852819762,16.0
hidden_beta_an,hard,explanation,3.94,-1255.9331441950794,16.0
hidden_beta_an,hard,explanation,3.96,-1260.9788230522317,16.0
hidden_beta_an,hard,explanation,3.98,-1270.9035709138084,16.0
visible_beta,easy,control,0.0,-97.04060527839235,14.0
visible_beta,easy,control,0.02,-91.67923626545863,14.0
visible_beta,easy,control,0.04,-87.31044769758195,14.0
visible_beta,easy,control,0.06,-83.91240941380973,14.0
visible_beta,easy,control,0.08,-81.4501734235242,14.0
visible_beta,easy,control,0.1,-79.87763841474846,14.0
visible_beta,easy,control,0.12,-79.13996344022705,14.0
visible_beta,easy,control,0.14,-79.17617699881716,14.0
visible_beta,easy,control,0.16,-79.92174528874017,14.0
visible_beta,easy,control,0.18,-81.31091177251588,14.0
visible_beta,easy,control,0.2,-83.27868360337007,14.0
visible_beta,easy,control,0.22,-85.76240419561944,14.0
visible_beta,easy,control,0.24,-88.70290493356498,14.0
visible_beta,easy,control,0.26,-92.04526768842882,14.0
visible_beta,easy,control,0.28,-95.73925292245139,14.0
visible_beta,easy,control,0.3,-99.73945802583968,14.0
visible_beta,easy,control,0.32,-104.00527070669901,14.0
visible_beta,easy,control,0.34,-108.50067633476186,14.0
visible_beta,easy,control,0.36,-113.1939691205944,14.0
visible_beta,easy,control,0.38,-118.05740705597306,14.0
visible_beta,easy,control,0.4,-123.06684101769766,14.0
visible_beta,easy,control,0.42,-128.2013400820367,14.0
visible_beta,easy,control,0.44,-133.44282820050736,14.0
visible_beta,easy,control,0.46,-138.77574196090018,14.0
visible_beta,easy,control,0.48,-144.1867150590465,14.0
visible_beta,easy,control,0.5,-149.66429212920679,14.0
visible_beta,easy,control,0.52,-155.1986725034343,14.0
visible_beta,easy,control,0.54,-160.7814830879573,14.0
visible_beta,easy,control,0.56,-166.40557868172166,14.0
visible_beta,easy,control,0.58,-172.0648675754912,14.0
visible_beta,easy,control,0.6,-177.75416004716027,14.0
visible_beta,easy,control,0.62,-183.46903732495124,14.0
visible_beta,easy,control,0.64,-189.20573866190557,14.0
visible_beta,easy,control,0.66,-194.9610643071784,14.0
visible_beta,easy,control,0.68,-200.73229234005936,14.0
visible_beta,easy,control,0.7,-206.51710752956416,14.0
visible_beta,easy,control,0.72,-212.31354058140448,14.0
visible_beta,easy,control,0.74,-218.11991632603917,14.0
visible_beta,easy,control,0.76,-223.9348095808555,14.0
visible_beta,easy,control,0.78,-229.75700758359258,14.0
visible_beta,easy,control,0.8,-235.5854780418033,14.0
visible_beta,easy,control,0.82,-241.41934197437263,14.0
visible_beta,easy,control,0.84,-247.25785063675278,14.0
visible_beta,easy,control,0.86,-253.10036592255955,14.0
visible_beta,easy,control,0.88,-258.9463437220121,14.0
visible_beta,easy,control,0.9,-264.79531979362315,14.0
visible_beta,easy,control,0.92,-270.646897770841,14.0
visible_beta,easy,control,0.94,-276.50073898168296,14.0
visible_beta,easy,control,0.96,-282.35655380719476,14.0
visible_beta,easy,control,0.98,-288.2140943460786,14.0
visible_beta,easy,control,1.0,-294.0731481873011,14.0
visible_beta,easy,control,1.02,-299.9335331232621,14.0
visible_beta,easy,control,1.04,-305.7950926601402,14.0
visible_beta,easy,control,1.06,-311.6576922054937,14.0
visible_beta,easy,control,1.08,-317.52121582960535,14.0
visible_beta,easy,control,1.1,-323.38556351402315,14.0
visible_beta,easy,control,1.12,-329.2506488136721,14.0
visible_beta,easy,control,1.14,-335.11639686931204,14.0
visible_beta,easy,control,1.16,-340.9827427180359,14.0
visible_beta,easy,control,1.18,-346.84962985642164,14.0
visible_beta,easy,control,1.2,-352.7170090175789,14.0
visible_beta,easy,control,1.22,-358.5848371319809,14.0
visible_beta,easy,control,1.24,-364.4530764412231,14.0
visible_beta,easy,control,1.26,-370.32169374401235,14.0
visible_beta,easy,control,1.28,-376.19065975370114,14.0
visible_beta,easy,control,1.3,-382.05994855195297,14.0
visible_beta,easy,control,1.32,-387.9295371208,14.0
visible_beta,easy,control,1.34,-393.79940494320067,14.0
visible_beta,easy,control,1.36,-399.6695336669313,14.0
visible_beta,easy,control,1.38,-405.53990681100584,14.0
visible_beta,easy,control,1.4,-411.4105095191741,14.0
visible_beta,easy,control,1.42,-417.2813283464358,14.0
visible_beta,easy,control,1.44,-423.1523510788188,14.0
visible_beta,easy,control,1.46,-429.0235665792673,14.0
visible_beta,easy,control,1.48,-434.89496464808553,14.0
visible_beta,easy,control,1.5,-440.7665359211446,14.0
visible_beta,easy,control,1.52,-446.63827175798724,14.0
visible_beta,easy,control,1.54,-452.51016415985174,14.0
visible_beta,easy,control,1.56,-458.3822057125561,14.0
visible_beta,easy,control,1.58,-464.25438949365065,14.0
visible_beta,easy,control,1.6,-470.12670905879446,14.0
visible_beta,easy,control,1.62,-475.9991583524935,14.0
visible_beta,easy,control,1.64,-481.871731694728,14.0
visible_beta,easy,control,1.66,-487.7444237373917,14.0
visible_beta,easy,control,1.68,-493.6172294198752,14.0
visible_beta,easy,control,1.7,-499.4901440177975,14.0
visible_beta,easy,control,1.72,-505.3631629413434,14.0
visible_beta,easy,control,1.74,-511.23628194653395,14.0
visible_beta,easy,control,1.76,-517.1094969739574,14.0
visible_beta,easy,control,1.78,-522.9828041026683,14.0
visible_beta,easy,control,1.8,-528.8561996419675,14.0
visible_beta,easy,control,1.82,-534.7296801286575,14.0
visible_beta,easy,control,1.84,-540.6032421139471,14.0
visible_beta,easy,control,1.86,-546.4768823856181,14.0
visible_beta,easy,control,1.88,-552.3505978106843,14.0
visible_beta,easy,control,1.9,-558.2243856188051,14.0
visible_beta,easy,control,1.92,-564.098242927374,14.0
visible_beta,easy,control,1.94,-569.9721669476608,14.0
visible_beta,easy,control,1.96,-575.8461549313372,14.0
visible_beta,easy,control,1.98,-581.7202049406587,14.0
visible_beta,easy,control,2.0,-587.5943141329939,14.0
visible_beta,easy,control,2.02,-593.4684799784449,14.0
visible_beta,easy,control,2.04,-599.3427007185869,14.0
visible_beta,easy,control,2.06,-605.2169744605197,14.0
visible_beta,easy,control,2.08,-611.0912988144096,14.0
visible_beta,easy,control,2.1,-616.9656717175588,14.0
visible_beta,easy,control,2.12,-622.8400914189967,14.0
visible_beta,easy,control,2.14,-628.7145563098184,14.0
visible_beta,easy,control,2.16,-634.5890639174761,14.0
visible_beta,easy,control,2.18,-640.4636126104515,14.0
visible_beta,easy,control,2.2,-646.3382026687328,14.0
visible_beta,easy,control,2.22,-652.2128318786512,14.0
visible_beta,easy,control,2.24,-658.0874938580456,14.0
visible_beta,easy,control,2.26,-663.9621978426993,14.0
visible_beta,easy,control,2.28,-669.83693005294,14.0
visible_beta,easy,control,2.3,-675.7116982799495,14.0
visible_beta,easy,control,2.32,-681.5864945947692,14.0
visible_beta,easy,control,2.34,-687.4613226698315,14.0
visible_beta,easy,control,2.36,-693.3361856021679,14.0
visible_beta,easy,control,2.38,-699.2110715504812,14.0
visible_beta,easy,control,2.4,-705.0859873357746,14.0
visible_beta,easy,control,2.42,-710.9609272918024,14.0
visible_beta,easy,control,2.44,-716.8358870330208,14.0
visible_beta,easy,control,2.46,-722.7108818424008,14.0
visible_beta,easy,control,2.48,-728.5858846654779,14.0
visible_beta,easy,control,2.5,-734.4609252169337,14.0
visible_beta,easy,control,2.52,-740.3359851170562,14.0
visible_beta,easy,control,2.54,-746.2110304693458,14.0
visible_beta,easy,control,2.56,-752.0861444075365,14.0
visible_beta,easy,control,2.58,-757.9612804289785,14.0
visible_beta,easy,control,2.6,-763.8363540988058,14.0
visible_beta,easy,control,2.62,-769.7115342334654,14.0
visible_beta,easy,control,2.64,-775.5867707310761,14.0
visible_beta,easy,control,2.66,-781.461907500011,14.0
visible_beta,easy,control,2.68,-787.3370761541215,14.0
visible_beta,easy,control,2.7,-793.2122387758353,14.0
visible_beta,easy,control,2.72,-799.087469453091,14.0
visible_beta,easy,control,2.74,-804.9627536395168,14.0
visible_beta,easy,control,2.76,-810.8380968262612,14.0
visible_beta,easy,control,2.78,-816.713336614547,14.0
visible_beta,easy,control,2.8,-822.5887086764528,14.0
visible_beta,easy,control,2.82,-828.463757877355,14.0
visible_beta,easy,control,2.84,-834.3388507386373,14.0
visible_beta,easy,control,2.86,-840.2138335003496,14.0
visible_beta,easy,control,2.88,-846.0898918544343,14.0
visible_beta,easy,control,2.9,-851.9653557526217,14.0
visible_beta,easy,control,2.92,-857.8398182752946,14.0
visible_beta,easy,control,2.94,-863.7160353790412,14.0
visible_beta,easy,control,2.96,-869.5906634102364,14.0
visible_beta,easy,control,2.98,-875.4674088810376,14.0
visible_beta,easy,control,3.0,-881.342325199875,14.0
visible_beta,easy,control,3.02,-887.2170182734098,14.0
visible_beta,easy,control,3.04,-893.0917220992154,14.0
visible_beta,easy,control,3.06,-898.9712411271295,14.0
visible_beta,easy,control,3.08,-904.842723551114,14.0
visible_beta,easy,control,3.1,-910.7154261442957,14.0
visible_beta,easy,control,3.12,-916.5944256781601,14.0
visible_beta,easy,control,3.14,-922.4662417118402,14.0
visible_beta,easy,control,3.16,-928.3422596837502,14.0
visible_beta,easy,control,3.18,-934.2211045703373,14.0
visible_beta,easy,control,3.2,-940.1020691500574,14.0
visible_beta,easy,control,3.22,-945.9667668936872,14.0
visible_beta,easy,control,3.24,-951.8278421201654,14.0
visible_beta,easy,control,3.26,-957.7197244589703,14.0
visible_beta,easy,control,3.28,-963.600324119269,14.0
visible_beta,easy,control,3.3,-969.4792596957095,14.0
visible_beta,easy,control,3.32,-975.3290260650508,14.0
visible_beta,easy,control,3.34,-981.2193384379223,14.0
visible_beta,easy,control,3.36,-987.0931932144958,14.0
visible_beta,easy,control,3.38,-992.9958684420818,14.0
visible_beta,easy,control,3.4,-998.8063841375005,14.0
visible_beta,easy,control,3.42,-1004.7065851678426,14.0
