condition,fsm,task,beta,sum_log_p,count
hidden_beta,easy,control,3.62,-1461.730075767727,14.0
hidden_beta,easy,control,3.64,-1469.4676613603758,14.0
hidden_beta,easy,control,3.66,-1478.0703020560295,14.0
hidden_beta,easy,control,3.68,-1486.0030440164728,14.0
hidden_beta,easy,control,3.7,-1494.3314201336073,14.0
hidden_beta,easy,control,3.72,-1502.218405533674,14.0
hidden_beta,easy,control,3.74,-1509.2635009938674,14.0
hidden_beta,easy,control,3.76,-1517.784308209862,14.0
hidden_beta,easy,control,3.78,-1525.2738957309289,14.0
hidden_beta,easy,control,3.8,-1535.0466953079597,14.0
hidden_beta,easy,control,3.82,-1543.5066405485913,14.0
hidden_beta,easy,control,3.84,-1549.568864746699,14.0
hidden_beta,easy,control,3.86,-1563.1901333532103,14.0
hidden_beta,easy,control,3.88,-1569.1638434497345,14.0
hidden_beta,easy,control,3.9,-1575.3636671489355,14.0
hidden_beta,easy,control,3.92,-1581.314286761013,14.0
hidden_beta,easy,control,3.94,-1587.3180009807647,14.0
hidden_beta,easy,control,3.96,-1593.314472885583,14.0
hidden_beta,easy,control,3.98,-1607.086971665923,14.0
hidden_beta_an,easy,control,0.0,-97.04060527839235,14.0
hidden_beta_an,easy,control,0.02,-96.3222609216124,14.0
hidden_beta_an,easy,control,0.04,-96.19826219254581,14.0
hidden_beta_an,easy,control,0.06,-96.65594622671115,14.0
hidden_beta_an,easy,control,0.08,-97.67504067688932,14.0
hidden_beta_an,easy,control,0.1,-99.22880305049728,14.0
hidden_beta_an,easy,control,0.12,-101.28542090981955,14.0
hidden_beta_an,easy,control,0.14,-103.8095258359243,14.0
hidden_beta_an,easy,control,0.16,-106.76368404711914,14.0
hidden_beta_an,easy,control,0.18,-110.10975444107095,14.0
hidden_beta_an,easy,control,0.2,-113.8100415257396,14.0
hidden_beta_an,easy,control,0.22,-117.82820769983297,14.0
hidden_beta_an,easy,control,0.24,-122.12994061542496,14.0
hidden_beta_an,easy,control,0.26,-126.68339394555369,14.0
hidden_beta_an,easy,control,0.28,-131.45943343255175,14.0
hidden_beta_an,easy,control,0.3,-136.43172592236493,14.0
hidden_beta_an,easy,control,0.32,-141.57670924312237,14.0
hidden_beta_an,easy,control,0.34,-146.87347735409705,14.0
hidden_beta_an,easy,control,0.36,-152.30360992431125,14.0
hidden_beta_an,easy,control,0.38,-157.85096966943834,14.0
hidden_beta_an,easy,control,0.4,-163.50148519004546,14.0
hidden_beta_an,easy,control,0.42,-169.242932150656,14.0
hidden_beta_an,easy,control,0.44,-175.06472159173526,14.0
hidden_beta_an,easy,control,0.46,-180.95770098415406,14.0
hidden_beta_an,easy,control,0.48,-186.91397123567782,14.0
hidden_beta_an,easy,control,0.5,-192.9267211194472,14.0
hidden_beta_an,easy,control,0.52,-198.99007938496374,14.0
hidden_beta_an,easy,control,0.54,-205.09898401163295,14.0
hidden_beta_an,easy,control,0.56,-211.24906756945097,14.0
hidden_beta_an,easy,control,0.58,-217.43655737623732,14.0
hidden_beta_an,easy,control,0.6,-223.65818901966844,14.0
hidden_beta_an,easy,control,0.62,-229.91113179497773,14.0
hidden_beta_an,easy,control,0.64,-236.19292465845936,14.0
hidden_beta_an,easy,control,0.66,-242.50142138626123,14.0
hidden_beta_an,easy,control,0.68,-248.83474373862686,14.0
hidden_beta_an,easy,control,0.7,-255.1912415490842,14.0
hidden_beta_an,easy,control,0.72,-261.5694587777446,14.0
hidden_beta_an,easy,control,0.74,-267.9681046826321,14.0
hidden_beta_an,easy,control,0.76,-274.3860293697711,14.0
hidden_beta_an,easy,control,0.78,-280.82220308007754,14.0
hidden_beta_an,easy,control,0.8,-287.2756986584733,14.0
hidden_beta_an,easy,control,0.82,-293.74567672799463,14.0
hidden_beta_an,easy,control,0.84,-300.23137315971593,14.0
hidden_beta_an,easy,control,0.86,-306.7320884885398,14.0
hidden_beta_an,easy,control,0.88,-313.24717897635134,14.0
hidden_beta_an,easy,control,0.9,-319.7760490683418,14.0
hidden_beta_an,easy,control,0.92,-326.3181450264154,14.0
hidden_beta_an,easy,control,0.94,-332.8729495563126,14.0
hidden_beta_an,easy,control,0.96,-339.43997727284113,14.0
hidden_beta_an,easy,control,0.98,-346.0187708716781,14.0
hidden_beta_an,easy,control,1.0,-352.608897895993,14.0
hidden_beta_an,easy,control,1.02,-359.2099480041732,14.0
hidden_beta_an,easy,control,1.04,-365.82153065829465,14.0
hidden_beta_an,easy,control,1.06,-372.443273167039,14.0
hidden_beta_an,easy,control,1.08,-379.0748190255534,14.0
hidden_beta_an,easy,control,1.1,-385.71582650488557,14.0
hidden_beta_an,easy,control,1.12,-392.36596745081766,14.0
hidden_beta_an,easy,control,1.14,-399.02492625762375,14.0
hidden_beta_an,easy,control,1.16,-405.692398989026,14.0
hidden_beta_an,easy,control,1.18,-412.36809262172295,14.0
hidden_beta_an,easy,control,1.2,-419.05172439120213,14.0
hidden_beta_an,easy,control,1.22,-425.7430212245979,14.0
hidden_beta_an,easy,control,1.24,-432.4417192434678,14.0
hidden_beta_an,easy,control,1.26,-439.1475633272486,14.0
hidden_beta_an,easy,control,1.28,-445.8603067262177,14.0
hidden_beta_an,easy,control,1.3,-452.57971071679293,14.0
hidden_beta_an,easy,control,1.32,-459.3055442898792,14.0
hidden_beta_an,easy,control,1.34,-466.03758386757033,14.0
hidden_beta_an,easy,control,1.36,-472.77561304818454,14.0
hidden_beta_an,easy,control,1.38,-479.519422365515,14.0
hidden_beta_an,easy,control,1.4,-486.26880906884116,14.0
hidden_beta_an,easy,control,1.42,-493.0235769139282,14.0
hidden_beta_an,easy,control,1.44,-499.7835359691873,14.0
hidden_beta_an,easy,control,1.46,-506.5485024307501,14.0
hidden_beta_an,easy,control,1.48,-513.3182984403734,14.0
hidden_beta_an,easy,control,1.5,-520.0927519253945,14.0
hidden_beta_an,easy,control,1.52,-526.8716964239399,14.0
hidden_beta_an,easy,control,1.54,-533.6549709286426,14.0
hidden_beta_an,easy,control,1.56,-540.442419745948,14.0
hidden_beta_an,easy,control,1.58,-547.233892321275,14.0
hidden_beta_an,easy,control,1.6,-554.0292431276974,14.0
hidden_beta_an,easy,control,1.62,-560.8283314884553,14.0
hidden_beta_an,easy,control,1.64,-567.6310214604964,14.0
hidden_beta_an,easy,control,1.66,-574.4371816931953,14.0
hidden_beta_an,easy,control,1.68,-581.2466852814727,14.0
hidden_beta_an,easy,control,1.7,-588.0594097011369,14.0
hidden_beta_an,easy,control,1.72,-594.8752365336248,14.0
hidden_beta_an,easy,control,1.74,-601.6940515289722,14.0
hidden_beta_an,easy,control,1.76,-608.5157443743167,14.0
hidden_beta_an,easy,control,1.78,-615.3402085362297,14.0
hidden_beta_an,easy,control,1.8,-622.1673412496089,14.0
hidden_beta_an,easy,control,1.82,-628.9970433882144,14.0
hidden_beta_an,easy,control,1.84,-635.8292192116111,14.0
hidden_beta_an,easy,control,1.86,-642.6637764254956,14.0
hidden_beta_an,easy,control,1.88,-649.5006259626284,14.0
hidden_beta_an,easy,control,1.9,-656.3396821329945,14.0
hidden_beta_an,easy,control,1.92,-663.1808620901251,14.0
hidden_beta_an,easy,control,1.94,-670.0240859727478,14.0
hidden_beta_an,easy,control,1.96,-676.8692767136705,14.0
hidden_beta_an,easy,control,1.98,-683.7163606200165,14.0
hidden_beta_an,easy,control,2.0,-690.5652658320911,14.0
hidden_beta_an,easy,control,2.02,-697.415923316852,14.0
hidden_beta_an,easy,control,2.04,-704.2682670632578,14.0
hidden_beta_an,easy,control,2.06,-711.1222333013012,14.0
hidden_beta_an,easy,control,2.08,-717.9777601904175,14.0
hidden_beta_an,easy,control,2.1,-724.8347883101494,14.0
hidden_beta_an,easy,control,2.12,-731.6932606081442,14.0
hidden_beta_an,easy,control,2.14,-738.5531222442114,14.0
hidden_beta_an,easy,control,2.16,-745.4143195778381,14.0
hidden_beta_an,easy,control,2.18,-752.2768016692338,14.0
hidden_beta_an,easy,control,2.2,-759.140520922046,14.0
hidden_beta_an,easy,control,2.22,-766.005429473002,14.0
hidden_beta_an,easy,control,2.24,-772.8714777205013,14.0
hidden_beta_an,easy,control,2.26,-779.7386307544816,14.0
hidden_beta_an,easy,control,2.28,-786.6068360691231,14.0
hidden_beta_an,easy,control,2.3,-793.4760606322038,14.0
hidden_beta_an,easy,control,2.32,-800.3462598742974,14.0
hidden_beta_an,easy,control,2.34,-807.2173999268259,14.0
hidden_beta_an,easy,control,2.36,-814.0894488887894,14.0
hidden_beta_an,easy,control,2.38,-820.9623620855943,14.0
hidden_beta_an,easy,control,2.4,-827.8361136641378,14.0
hidden_beta_an,easy,control,2.42,-834.7106666258734,14.0
hidden_beta_an,easy,control,2.44,-841.5859874625775,14.0
hidden_beta_an,easy,control,2.46,-848.4620603801344,14.0
hidden_beta_an,easy,control,2.48,-855.3388343484386,14.0
hidden_beta_an,easy,control,2.5,-862.2163074082524,14.0
hidden_beta_an,easy,control,2.52,-869.0944384700858,14.0
hidden_beta_an,easy,control,2.54,-875.9731742733968,14.0
hidden_beta_an,easy,control,2.56,-882.8525603799811,14.0
hidden_beta_an,easy,control,2.58,-889.7325345134462,14.0
hidden_beta_an,easy,control,2.6,-896.6130060148364,14.0
hidden_beta_an,easy,control,2.62,-903.4940926719024,14.0
hidden_beta_an,easy,control,2.64,-910.3757314133661,14.0
hidden_beta_an,easy,control,2.66,-917.2577740689468,14.0
hidden_beta_an,easy,control,2.68,-924.1403117653444,14.0
hidden_beta_an,easy,control,2.7,-931.0232971148511,14.0
hidden_beta_an,easy,control,2.72,-937.9067646728104,14.0
hidden_beta_an,easy,control,2.74,-944.7906968549526,14.0
hidden_beta_an,easy,control,2.76,-951.6750741052674,14.0
hidden_beta_an,easy,control,2.78,-958.5597493933402,14.0
hidden_beta_an,easy,control,2.8,-965.444906525134,14.0
hidden_beta_an,easy,control,2.82,-972.3301542716163,14.0
hidden_beta_an,easy,control,2.84,-979.2157671734047,14.0
hidden_beta_an,easy,control,2.86,-986.1016260857258,14.0
hidden_beta_an,easy,control,2.88,-992.9886876037825,14.0
hidden_beta_an,easy,control,2.9,-999.8755521887243,14.0
hidden_beta_an,easy,control,2.92,-1006.7618875882741,14.0
hidden_beta_an,easy,control,2.94,-1013.6499295484318,14.0
hidden_beta_an,easy,control,2.96,-1020.536979598223,14.0
hidden_beta_an,easy,control,2.98,-1027.42599477359,14.0
hidden_beta_an,easy,control,3.0,-1034.313756165961,14.0
hidden_beta_an,easy,control,3.02,-1041.2015790820246,14.0
hidden_beta_an,easy,control,3.04,-1048.0896171110548,14.0
hidden_beta_an,easy,control,3.06,-1054.9818756851419,14.0
hidden_beta_an,easy,control,3.08,-1061.8676740605001,14.0
hidden_beta_an,easy,control,3.1,-1068.754744671221,14.0
hidden_beta_an,easy,control,3.12,-1075.647125501389,14.0
hidden_beta_an,easy,control,3.14,-1082.533830597383,14.0
hidden_beta_an,easy,control,3.16,-1089.4241648654938,14.0
hidden_beta_an,easy,control,3.18,-1096.3169419804326,14.0
hidden_beta_an,easy,control,3.2,-1103.2118383313402,14.0
hidden_beta_an,easy,control,3.22,-1110.093379120316,14.0
hidden_beta_an,easy,control,3.24,-1116.971903305507,14.0
hidden_beta_an,easy,control,3.26,-1123.8762888752733,14.0
hidden_beta_an,easy,control,3.28,-1130.77155588801,14.0
hidden_beta_an,easy,control,3.3,-1137.664722019074,14.0
hidden_beta_an,easy,control,3.32,-1144.5352409179334,14.0
hidden_beta_an,easy,control,3.34,-1151.4380716522273,14.0
hidden_beta_an,easy,control,3.36,-1158.328184095096,14.0
hidden_beta_an,easy,control,3.38,-1165.2416893775355,14.0
hidden_beta_an,easy,control,3.4,-1172.080020240017,14.0
hidden_beta_an,easy,control,3.42,-1178.9926135110848,14.0
hidden_beta_an,easy,control,3.44,-1185.9170723107964,14.0
hidden_beta_an,easy,control,3.46,-1192.8547760798835,14.0
hidden_beta_an,easy,control,3.48,-1199.690864040438,14.0
hidden_beta_an,easy,control,3.5,-1206.5783989056843,14.0
hidden_beta_an,easy,control,3.52,-1213.6377046394637,14.0
hidden_beta_an,easy,control,3.54,-1220.381584757707,14.0
hidden_beta_an,easy,control,3.56,-1227.3355957243175,14.0
hidden_beta_an,easy,control,3.58,-1234.198774077733,14.0
hidden_beta_an,easy,control,3.6,-1240.7820965895105,14.0
hidden_beta_an,easy,control,3.62,-1247.8019872804625,14.0
hidden_beta_an,easy,control,3.64,-1254.2733289466819,14.0
hidden_beta_an,easy,control,3.66,-1261.8469974718098,14.0
hidden_beta_an,easy,control,3.68,-1268.566894030419,14.0
hidden_beta_an,easy,control,3.7,-1275.788332711772,14.0
hidden_beta_an,easy,control,3.72,-1282.446545823361,14.0
hidden_beta_an,easy,control,3.74,-1288.0505888311077,14.0
hidden_beta_an,easy,control,3.76,-1295.5115805256632,14.0
hidden_beta_an,easy,control,3.78,-1301.672470912657,14.0
hidden_beta_an,easy,control,3.8,-1310.725464425189,14.0
hidden_beta_an,easy,control,3.82,-1318.1225333516318,14.0
hidden_beta_an,easy,control,3.84,-1322.4533814583453,14.0
hidden_beta_an,easy,control,3.86,-1336.4224110384891,14.0
hidden_beta_an,easy,control,3.88,-1340.6699234417893,14.0
hidden_beta_an,easy,control,3.9,-1345.1391984624681,14.0
hidden_beta_an,easy,control,3.92,-1349.3633886390903,14.0
hidden_beta_an,easy,control,3.94,-1353.6442828243214,14.0
hidden_beta_an,easy,control,3.96,-1357.9099651791987,14.0
hidden_beta_an,easy,control,3.98,-1372.031865363089,14.0
visible_beta,hard,control,0.0,-110.90354888959126,16.0
visible_beta,hard,control,0.02,-106.82404041379009,16.0
visible_beta,hard,control,0.04,-103.76999664142129,16.0
visible_beta,hard,control,0.06,-101.72097400268365,16.0
visible_beta,hard,control,0.08,-100.6441294943295,16.0
visible_beta,hard,control,0.1,-100.49591538125537,16.0
visible_beta,hard,control,0.12,-101.22418292844495,16.0
visible_beta,hard,control,0.14,-102.7704883389901,16.0
visible_beta,hard,control,0.16,-105.07240350945962,16.0
visible_beta,hard,control,0.18,-108.06566857303798,16.0
visible_beta,hard,control,0.2,-111.68607117489454,16.0
visible_beta,hard,control,0.22,-115.87098791965145,16.0
visible_beta,hard,control,0.24,-120.56056812085589,16.0
visible_beta,hard,control,0.26,-125.69857424619504,16.0
visible_beta,hard,control,0.28,-131.23291602226834,16.0
visible_beta,hard,control,0.3,-137.11592710521234,16.0
visible_beta,hard,control,0.32,-143.30443681359677,16.0
visible_beta,hard,control,0.34,-149.75968724556154,16.0
visible_beta,hard,control,0.36,-156.44714050327087,16.0
visible_beta,hard,control,0.38,-163.33621355841652,16.0
visible_beta,hard,control,0.4,-170.39997079164525,16.0
visible_beta,hard,control,0.42,-177.61479721712038,16.0
visible_beta,hard,control,0.44,-184.96006927586302,16.0
visible_beta,hard,control,0.46,-192.41783500236997,16.0
visible_beta,hard,control,0.48,-199.97251132937103,16.0
visible_beta,hard,control,0.5,-207.61060319640478,16.0
visible_beta,hard,control,0.52,-215.32044682998497,16.0
visible_beta,hard,control,0.54,-223.0919779185611,16.0
visible_beta,hard,control,0.56,-230.91652427534316,16.0
visible_beta,hard,control,0.58,-238.78662184501792,16.0
visible_beta,hard,control,0.6,-246.69585246556395,16.0
visible_beta,hard,control,0.62,-254.6387015628721,16.0
visible_beta,hard,control,0.64,-262.61043387067036,16.0
visible_beta,hard,control,0.66,-270.6069852835028,16.0
visible_beta,hard,control,0.68,-278.62486903062864,16.0
visible_beta,hard,control,0.7,-286.6610944778545,16.0
visible_beta,hard,control,0.72,-294.7130970041445,16.0
visible_beta,hard,control,0.74,-302.77867754771916,16.0
visible_beta,hard,control,0.76,-310.85595056366384,16.0
visible_beta,hard,control,0.78,-318.94329927653837,16.0
visible_beta,hard,control,0.8,-327.03933724369455,16.0
visible_beta,hard,control,0.82,-335.14287536641785,16.0
visible_beta,hard,control,0.84,-343.2528935957614,16.0
visible_beta,hard,control,0.86,-351.36851667822606,16.0
visible_beta,hard,control,0.88,-359.4889933736076,16.0
visible_beta,hard,control,0.9,-367.6136786541277,16.0
visible_beta,hard,control,0.92,-375.7420184612843,16.0
visible_beta,hard,control,0.94,-383.873536655534,16.0
visible_beta,hard,control,0.96,-392.00782384499774,16.0
visible_beta,hard,control,0.98,-400.1445278235572,16.0
visible_beta,hard,control,1.0,-408.2833453868123,16.0
visible_beta,hard,control,1.02,-416.4240153277139,16.0
visible_beta,hard,control,1.04,-424.5663124413617,16.0
visible_beta,hard,control,1.06,-432.71004239370075,16.0
visible_beta,hard,control,1.08,-440.8550373291048,16.0
visible_beta,hard,control,1.1,-449.00115211016237,16.0
visible_beta,hard,control,1.12,-457.1482610983349,16.0
visible_beta,hard,control,1.14,-465.2962553972642,16.0
visible_beta,hard,control,1.16,-473.4450404920492,16.0
visible_beta,hard,control,1.18,-481.59453422705326,16.0
visible_beta,hard,control,1.2,-489.7446650734548,16.0
visible_beta,hard,control,1.22,-497.8953706450877,16.0
visible_beta,hard,control,1.24,-506.0465964261224,16.0
visible_beta,hard,control,1.26,-514.1982946802536,16.0
visible_beta,hard,control,1.28,-522.3504235159462,16.0
visible_beta,hard,control,1.3,-530.5029460842543,16.0
visible_beta,hard,control,1.32,-538.6558298908681,16.0
visible_beta,hard,control,1.34,-546.809046204709,16.0
visible_beta,hard,control,1.36,-554.9625695525414,16.0
visible_beta,hard,control,1.38,-563.1163772823518,16.0
visible_beta,hard,control,1.4,-571.2704491900843,16.0
visible_beta,hard,control,1.42,-579.4247671971971,16.0
visible_beta,hard,control,1.44,-587.5793150748689,16.0
visible_beta,hard,control,1.46,-595.7340782069838,16.0
visible_beta,hard,control,1.48,-603.889043382644,16.0
visible_beta,hard,control,1.5,-612.0441986248326,16.0
visible_beta,hard,control,1.52,-620.1995330329386,16.0
visible_beta,hard,control,1.54,-628.3550366528627,16.0
visible_beta,hard,control,1.56,-636.5107003700798,16.0
visible_beta,hard,control,1.58,-644.6665157990046,16.0
visible_beta,hard,control,1.6,-652.8224752163197,16.0
visible_beta,hard,control,1.62,-660.9785714695405,16.0
visible_beta,hard,control,1.64,-669.1347979230352,16.0
visible_beta,hard,control,1.66,-677.2911484064713,16.0
visible_beta,hard,control,1.68,-685.4476171476334,16.0
visible_beta,hard,control,1.7,-693.6041987789737,16.0
visible_beta,hard,control,1.72,-701.7608882166164,16.0
visible_beta,hard,control,1.74,-709.9176807223458,16.0
visible_beta,hard,control,1.76,-718.0745718278054,16.0
visible_beta,hard,control,1.78,-726.2315572893903,16.0
visible_beta,hard,control,1.8,-734.3886331063593,16.0
visible_beta,hard,control,1.82,-742.5457955255714,16.0
visible_beta,hard,control,1.84,-750.7030409133597,16.0
visible_beta,hard,control,1.86,-758.8603658683455,16.0
visible_beta,hard,control,1.88,-767.0177671033075,16.0
visible_beta,hard,control,1.9,-775.1752416089523,16.0
visible_beta,hard,control,1.92,-783.3327864186456,16.0
visible_beta,hard,control,1.94,-791.4903986574379,16.0
visible_beta,hard,control,1.96,-799.6480755836633,16.0
visible_beta,hard,control,1.98,-807.8058148697266,16.0
visible_beta,hard,control,2.0,-815.9636138385038,16.0
visible_beta,hard,control,2.02,-824.1214700706653,16.0
visible_beta,hard,control,2.04,-832.2793814405161,16.0
visible_beta,hard,control,2.06,-840.4373459495677,16.0
visible_beta,hard,control,2.08,-848.5953613220693,16.0
visible_beta,hard,control,2.1,-856.7534255624945,16.0
visible_beta,hard,control,2.12,-864.9115367353136,16.0
visible_beta,hard,control,2.14,-873.0696932521598,16.0
visible_beta,hard,control,2.16,-881.2278928678303,16.0
visible_beta,hard,control,2.18,-889.3861339923781,16.0
visible_beta,hard,control,2.2,-897.5444158174462,16.0
visible_beta,hard,control,2.22,-905.7027364133032,16.0
visible_beta,hard,control,2.24,-913.8610925414289,16.0
visible_beta,hard,control,2.26,-922.0194867628363,16.0
visible_beta,hard,control,2.28,-930.1779126760299,16.0
visible_beta,hard,control,2.3,-938.3363730093438,16.0
visible_beta,hard,control,2.32,-946.494863521405,16.0
visible_beta,hard,control,2.34,-954.6533844413041,16.0
visible_beta,hard,control,2.36,-962.8119377521828,16.0
visible_beta,hard,control,2.38,-970.970516741929,16.0
visible_beta,hard,control,2.4,-979.1291236729905,16.0
visible_beta,hard,control,2.42,-987.2877561698301,16.0
visible_beta,hard,control,2.44,-995.4464110625331,16.0
visible_beta,hard,control,2.46,-1003.6050948620732,16.0
visible_beta,hard,control,2.48,-1011.7637959831325,16.0
visible_beta,hard,control,2.5,-1019.9225254439966,16.0
visible_beta,hard,control,2.52,-1028.0812750418222,16.0
visible_beta,hard,control,2.54,-1036.2400313887647,16.0
visible_beta,hard,control,2.56,-1044.3988263188057,16.0
visible_beta,hard,control,2.58,-1052.5576425225195,16.0
visible_beta,hard,control,2.6,-1060.716443609006,16.0
visible_beta,hard,control,2.62,-1068.8752986046659,16.0
visible_beta,hard,control,2.64,-1077.034187495461,16.0
visible_beta,hard,control,2.66,-1085.193041741191,16.0
visible_beta,hard,control,2.68,-1093.3519225863465,16.0
visible_beta,hard,control,2.7,-1101.5108069326825,16.0
visible_beta,hard,control,2.72,-1109.6697305049486,16.0
visible_beta,hard,control,2.74,-1117.8286797417286,16.0
visible_beta,hard,control,2.76,-1125.9876658959445,16.0
visible_beta,hard,control,2.78,-1134.1466088771685,16.0
visible_beta,hard,control,2.8,-1142.3056303208225,16.0
visible_beta,hard,control,2.82,-1150.4645028226737,16.0
visible_beta,hard,control,2.84,-1158.6234264402465,16.0
visible_beta,hard,control,2.86,-1166.7822806480951,16.0
visible_beta,hard,control,2.88,-1174.9415995081663,16.0
visible_beta,hard,control,2.9,-1183.1006768529605,16.0
visible_beta,hard,control,2.92,-1191.2593420998735,16.0
visible_beta,hard,control,2.94,-1199.4187293741352,16.0
visible_beta,hard,control,2.96,-1207.5775150868146,16.0
visible_beta,hard,control,2.98,-1215.7371453747953,16.0
visible_beta,hard,control,3.0,-1223.8960532536,16.0
visible_beta,hard,control,3.02,-1232.054827271589,16.0
visible_beta,hard,control,3.04,-1240.2135896333498,16.0
visible_beta,hard,control,3.06,-1248.3744093064802,16.0
visible_beta,hard,control,3.08,-1256.531836742352,16.0
visible_beta,hard,control,3.1,-1264.6898409280386,16.0
visible_beta,hard,control,3.12,-1272.8504198223368,16.0
visible_beta,hard,control,3.14,-1281.0079464711298,16.0
visible_beta,hard,control,3.16,-1289.167238824647,16.0
visible_beta,hard,control,3.18,-1297.3276794678377,16.0
visible_beta,hard,control,3.2,-1305.4896827187006,16.0
visible_beta,hard,control,3.22,-1313.644250318652,16.0
visible_beta,hard,control,3.24,-1321.7974074009737,16.0
visible_beta,hard,control,3.26,-1329.9631646176663,16.0
visible_beta,hard,control,3.28,-1338.1249786263097,16.0
visible_beta,hard,control,3.3,-1346.285163304174,16.0
visible_beta,hard,control,3.32,-1354.4341615409476,16.0
visible_beta,hard,control,3.34,-1362.5992746765883,16.0
visible_beta,hard,control,3.36,-1370.7575611282784,16.0
visible_beta,hard,control,3.38,-1378.9287405126686,16.0
visible_beta,hard,control,3.4,-1387.060271576064,16.0
visible_beta,hard,control,3.42,-1395.2305854771164,16.0
visible_beta,hard,control,3.44,-1403.4046300156988,16.0
visible_beta,hard,control,3.46,-1411.5890018157354,16.0
visible_beta,hard,control,3.48,-1419.716600233581,16.0
visible_beta,hard,control,3.5,-1427.8746243267046,16.0
visible_beta,hard,control,3.52,-1436.1217764549763,16.0
visible_beta,hard,control,3.54,-1444.20035615948,16.0
visible_beta,hard,control,3.56,-1452.3918303904372,16.0
visible_beta,hard,control,3.58,-1460.5388307367239,16.0
visible_beta,hard,control,3.6,-1468.545624173682,16.0
visible_beta,hard,control,3.62,-1476.7692010137139,16.0
visible_beta,hard,control,3.64,-1484.7089795478535,16.0
visible_beta,hard,control,3.66,-1493.207242590841,16.0
visible_beta,hard,control,3.68,-1501.2825069100238,16.0
visible_beta,hard,control,3.7,-1509.6219007901636,16.0
visible_beta,hard,control,3.72,-1517.6594126638533,16.0
visible_beta,hard,control,3.74,-1525.1925106270478,16.0
visible_beta,hard,control,3.76,-1533.5836242251835,16.0
visible_beta,hard,control,3.78,-1541.428197541435,16.0
visible_beta,hard,control,3.8,-1550.635990904053,16.0
visible_beta,hard,control,3.82,-1559.0640078110323,16.0
visible_beta,hard,control,3.84,-1565.930685724387,16.0
visible_beta,hard,control,3.86,-1577.6932994587203,16.0
visible_beta,hard,control,3.88,-1584.5236349814213,16.0
visible_beta,hard,control,3.9,-1591.3658934223745,16.0
visible_beta,hard,control,3.92,-1598.2602887512617,16.0
visible_beta,hard,control,3.94,-1605.0943459624934,16.0
visible_beta,hard,control,3.96,-1612.066619508771,16.0
visible_beta,hard,control,3.98,-1623.657947455154,16.0
hidden_beta,hard,control,0.0,-110.90354888959126,16.0
hidden_beta,hard,control,0.02,-109.4044631815837,16.0
hidden_beta,hard,control,0.04,-108.68625083363717,16.0
hidden_beta,hard,control,0.06,-108.73559911828511,16.0
hidden_beta,hard,control,0.08,-109.53101291581785,16.0
hidden_beta,hard,control,0.1,-111.04378024439313,16.0
hidden_beta,hard,control,0.12,-113.23919004110063,16.0
hidden_beta,hard,control,0.14,-116.07789555462584,16.0
hidden_beta,hard,control,0.16,-119.51731736247116,16.0
hidden_beta,hard,control,0.18,-123.5129932661794,16.0
hidden_beta,hard,control,0.2,-128.01980362073633,16.0
hidden_beta,hard,control,0.22,-132.99302512067737,16.0
hidden_beta,hard,control,0.24,-138.38918957006456,16.0
hidden_beta,hard,control,0.26,-144.16674394892135,16.0
hidden_beta,hard,control,0.28,-150.28652283830624,16.0
hidden_beta,hard,control,0.3,-156.7120538351196,16.0
hidden_beta,hard,control,0.32,-163.4097215960375,16.0
hidden_beta,hard,control,0.34,-170.34881759080355,16.0
hidden_beta,hard,control,0.36,-177.50150158727956,16.0
hidden_beta,hard,control,0.38,-184.84269829477216,16.0
hidden_beta,hard,control,0.4,-192.34994922426375,16.0
hidden_beta,hard,control,0.42,-200.0032362375153,16.0
hidden_beta,hard,control,0.44,-207.78478981305588,16.0
hidden_beta,hard,control,0.46,-215.67889196387986,16.0
hidden_beta,hard,control,0.48,-223.67168109524252,16.0
hidden_beta,hard,control,0.5,-231.75096391214768,16.0
hidden_beta,hard,control,0.52,-239.90603774996674,16.0
hidden_beta,hard,control,0.54,-248.12752535873253,16.0
hidden_beta,hard,control,0.56,-256.40722316275156,16.0
hidden_beta,hard,control,0.58,-264.73796328224284,16.0
hidden_beta,hard,control,0.6,-273.11348908717923,16.0
hidden_beta,hard,control,0.62,-281.5283437067483,16.0
hidden_beta,hard,control,0.64,-289.9777707000092,16.0
hidden_beta,hard,control,0.66,-298.4576259710999,16.0
hidden_beta,hard,control,0.68,-306.9642999593018,16.0
hidden_beta,hard,control,0.7,-315.49464912978044,16.0
hidden_beta,hard,control,0.72,-324.0459358192199,16.0
hidden_beta,hard,control,0.74,-332.6157755400732,16.0
hidden_beta,hard,control,0.76,-341.2020909091254,16.0
hidden_beta,hard,control,0.78,-349.8030714343386,16.0
hidden_beta,hard,control,0.8,-358.41713846406543,16.0
hidden_beta,hard,control,0.82,-367.04291467187284,16.0
hidden_beta,hard,control,0.84,-375.6791975162856,16.0
hidden_beta,hard,control,0.86,-384.3249361767455,16.0
hidden_beta,hard,control,0.88,-392.9792115242651,16.0
hidden_beta,hard,control,0.9,-401.6412187373078,16.0
hidden_beta,hard,control,0.92,-410.31025222056854,16.0
hidden_beta,hard,control,0.94,-418.9856925263938,16.0
hidden_beta,hard,control,0.96,-427.666995016321,16.0
hidden_beta,hard,control,0.98,-436.35368003332474,16.0
hidden_beta,hard,control,1.0,-445.0453243848941,16.0
hidden_beta,hard,control,1.02,-453.74155396292826,16.0
hidden_beta,hard,control,1.04,-462.44203734900435,16.0
