participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
76,hard,20,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.45,0.05,1.2992829841302609,1.0,,,,,prediction,a,2.0,,,
77,hard,1,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.6071428571428571,0.03571428571428571,1.6506808709681493,1.0,,,,,prediction,a,2.0,,,
77,hard,2,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.4166666666666667,0.08333333333333333,1.0360919316867758,1.0,,,,,prediction,b,1.0,,,
77,hard,3,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.10516357421875,0.3466796875,0.7780341709859958,1.0,0.03125,0.03125,0.0,,prediction,a,2.0,,,
77,hard,4,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.048675537109375,0.306396484375,1.0055629173478289,1.0,0.0208282470703125,0.0208282470703125,0.0,,prediction,a,3.0,,,
77,hard,5,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,0.625,0.125,1.1700712526502546,1.0,,,,,prediction,b,3.0,,,
77,hard,6,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,1.0,,,,,prediction,b,0.0,,,
77,hard,7,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.90625,0.03125,2.03688192726104,0.0,,,,,prediction,a,3.0,,,
77,hard,8,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.020833333333333332,0.9375,2.1501570664782337,1.0,,,,,prediction,a,2.0,,,
77,hard,9,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.58154296875,0.049102783203125,1.5197234111216917,1.0,0.60693359375,0.03570556640625,1.6504491487393624,1.0,prediction,b,1.0,,,
77,hard,10,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.89306640625,0.039794921875,1.9606210312529675,1.0,0.9375,0.0208282470703125,2.1501991605753847,1.0,prediction,a,2.0,,,
77,hard,11,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,0.10516357421875,0.3076171875,0.6865208840404153,0.0,0.03125,0.40625,1.3499267169490157,0.0,prediction,a,0.0,,,
77,hard,12,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5416666666666666,0.041666666666666664,1.5105920777974677,0.0,,,,,prediction,b,2.0,,,
77,hard,13,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.366943359375,0.203369140625,0.4312576142858489,1.0,0.60693359375,0.03570556640625,1.6504491487393624,1.0,prediction,b,1.0,,,
77,hard,14,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.03125,0.53125,1.5705980791178364,0.0,,,,,prediction,a,1.0,,,
77,hard,15,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.05059814453125,0.3056640625,0.9909103900444288,1.0,0.03570556640625,0.321533203125,1.1334109621217983,1.0,prediction,a,0.0,,,
77,hard,16,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.03571428571428571,0.32142857142857145,1.133098464739279,1.0,,,,,prediction,a,0.0,,,
77,hard,17,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.31640625,0.468505859375,0.3113502736313903,0.0,0.416748046875,0.416748046875,0.0,,prediction,b,3.0,,,
77,hard,18,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,0.08416748046875,0.250732421875,0.6441780383546177,0.0,0.03570556640625,0.03570556640625,0.0,,prediction,b,3.0,,,
77,hard,19,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,3,True,0.4,0.0,0.375,0.041666666666666664,1.209837923778334,1.0,,,,,prediction,b,3.0,,,
77,hard,20,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.386474609375,0.07757568359375,1.0077878053912848,0.0,0.03125,0.03125,0.0,,prediction,a,3.0,,,
78,hard,1,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.53125,0.03125,1.5705980791178364,1.0,,,,,prediction,a,2.0,,,
78,hard,2,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.7529296875,0.08782958984375,1.5131419996679638,1.0,0.85009765625,0.04998779296875,1.8460108647876923,1.0,prediction,a,2.0,,,
78,hard,3,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,3,True,1.0,0.0,0.85,0.05,1.8458266904983305,1.0,,,,,prediction,a,3.0,,,
78,hard,4,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.4722222222222222,0.027777777777777776,1.4992347723004862,1.0,,,,,prediction,b,0.0,,,
78,hard,5,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,0.05780029296875,0.37158203125,1.0947628012694302,0.0,0.03125,0.40625,1.3499267169490157,0.0,prediction,a,0.0,,,
78,hard,6,hidden,hard_p_hid_2bb13,2,b,,,1,3,,3,True,0.36,0.64,0.14697265625,0.5556640625,0.976370930870015,1.0,0.03125,0.90625,2.03688192726104,1.0,prediction,b,3.0,,,
78,hard,7,hidden,hard_p_hid_3aa03,3,a,,,0,3,,0,False,0.0,0.4,0.0728759765625,0.37353515625,1.0076517185734688,0.0,0.04998779296875,0.04998779296875,0.0,,prediction,a,3.0,,,
78,hard,8,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.6071428571428571,0.03571428571428571,1.6506808709681493,0.0,,,,,prediction,b,2.0,,,
78,hard,9,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,1,False,0.0,1.0,0.05,0.85,1.8458266904983307,0.0,,,,,prediction,a,2.0,,,
78,hard,10,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.25,0.25,0.0,0.0,,,,,prediction,b,1.0,,,
78,hard,11,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,0.417236328125,0.06805419921875,1.1242133426534435,0.0,0.47216796875,0.02777099609375,1.4991930313697406,0.0,prediction,b,1.0,,,
78,hard,12,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,1,True,0.0,0.6,0.025,0.525,1.6094379124341003,1.0,,,,,prediction,a,1.0,,,
78,hard,13,hidden,hard_p_hid_3bb13,3,b,,,1,3,,3,False,0.36,0.16,0.308349609375,0.1614990234375,0.4456931441768415,0.0,0.47216796875,0.02777099609375,1.4991930313697406,0.0,prediction,b,1.0,,,
78,hard,14,hidden,hard_p_hid_1ba32,1,b,,,3,2,,3,False,0.0,0.24,0.239013671875,0.364013671875,0.3138735804580418,0.0,0.85009765625,0.04998779296875,1.8460108647876923,1.0,prediction,a,2.0,,,
78,hard,15,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,0.0,,,,,prediction,b,3.0,,,
78,hard,16,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,0.239013671875,0.2327880859375,0.018534527742375555,1.0,0.85009765625,0.04998779296875,1.8460108647876923,1.0,prediction,a,0.0,,,
78,hard,17,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.03125,0.40625,1.3499267169490157,0.0,,,,,prediction,a,0.0,,,
78,hard,18,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,0.054229736328125,0.40087890625,1.1779210826455762,0.0,0.02777099609375,0.02777099609375,0.0,,prediction,b,3.0,,,
78,hard,19,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,0.90625,0.03125,2.03688192726104,0.0,,,,,prediction,b,3.0,,,
78,hard,20,hidden,hard_p_hid_1aa32,1,a,,,3,2,,3,True,0.4,0.0,0.37646484375,0.06890869140625,1.0370356588262888,1.0,0.024993896484375,0.024993896484375,0.0,,prediction,a,3.0,,,
79,hard,1,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.45,0.05,1.2992829841302609,1.0,,,,,prediction,b,1.0,,,
79,hard,2,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.016666666666666666,0.95,2.1972245773362196,1.0,,,,,prediction,a,2.0,,,
79,hard,3,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,2,True,0.6,0.0,0.53125,0.03125,1.5705980791178364,1.0,,,,,prediction,b,2.0,,,
79,hard,4,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.5859375,0.044647216796875,1.556488725414534,1.0,0.60693359375,0.03570556640625,1.6504491487393624,1.0,prediction,b,1.0,,,
79,hard,5,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.45,0.05,1.2992829841302609,1.0,,,,,prediction,a,2.0,,,
79,hard,6,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.316162109375,0.55029296875,0.44634811214827,0.0,0.449951171875,0.449951171875,0.0,,prediction,b,3.0,,,
79,hard,7,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.07366943359375,0.398681640625,1.0548142120468225,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,0.0,,,
79,hard,8,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.391357421875,0.12060546875,0.8007959129053847,0.0,0.8125,0.0625,1.7255100836868542,0.0,prediction,a,3.0,,,
79,hard,9,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.05,0.45,1.2992829841302607,0.0,,,,,prediction,a,1.0,,,
79,hard,10,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.8125,0.0625,1.7255100836868542,0.0,,,,,prediction,a,3.0,,,
79,hard,11,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.05,0.45,1.2992829841302607,0.0,,,,,prediction,a,0.0,,,
79,hard,12,hidden,hard_p_hid_3bb13,3,b,,,1,3,,3,False,0.36,0.16,0.351318359375,0.2235107421875,0.33294066756008683,0.0,0.60693359375,0.03570556640625,1.6504491487393624,0.0,prediction,b,1.0,,,
79,hard,13,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,0.0732421875,0.424560546875,1.1078703152370724,0.0,0.0625,0.8125,1.7255100836868542,0.0,prediction,b,3.0,,,
79,hard,14,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.08648681640625,0.408935546875,1.00396083449349,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,0.0,,,
79,hard,15,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,3,True,0.4,0.0,0.40625,0.03125,1.3499267169490157,1.0,,,,,prediction,b,3.0,,,
79,hard,16,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.08648681640625,0.275634765625,0.7002567562131023,1.0,0.04998779296875,0.04998779296875,0.0,,prediction,a,2.0,,,
79,hard,17,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.912109375,0.031036376953125,2.044316950752217,1.0,0.9501953125,0.01666259765625,2.1974454497832796,1.0,prediction,a,2.0,,,
79,hard,18,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,1.0,,,,,prediction,b,0.0,,,
79,hard,19,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,0.8125,0.0625,1.7255100836868542,0.0,,,,,prediction,b,3.0,,,
79,hard,20,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.08062744140625,0.378173828125,0.9735377483381508,1.0,0.0625,0.8125,1.7255100836868542,1.0,prediction,a,3.0,,,
80,easy,0,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,b,False,0.6,0.0,0.5416666666666666,0.041666666666666664,1.5105920777974677,0.0,,,,,control,,,,,
80,easy,1,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.517540152155537,0.853515625,0.43441172177964493,1.0,0.8928571428571429,0.90625,0.01339903922924869,1.0,control,,,,,
80,easy,2,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.10447191697191696,0.4814560439560439,1.0451047375801572,0.0,0.125,0.5416666666666666,1.0479685558493546,0.0,control,,,,,
80,easy,3,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.05501046572475144,0.853515625,1.8166631764568213,1.0,0.019230769230769232,0.90625,2.1329249762810174,1.0,control,,,,,
80,easy,4,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,ba,False,1.0,0.0,0.7717013888888888,0.05998168498168498,1.695387581509608,0.0,0.875,0.041666666666666664,1.9289605907415401,0.0,control,,,,,
80,easy,5,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,a,True,0.4,0.0,0.40384615384615385,0.03125,1.3451670696960276,1.0,,,,,control,,,,,
80,easy,6,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,ab,False,0.6,0.0,0.5349293563579278,0.057291666666666664,1.395411911538756,0.0,0.5576923076923077,0.03125,1.611633302997536,0.0,control,,,,,
80,easy,7,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,a,False,0.0,1.0,0.019230769230769232,0.90625,2.1329249762810174,0.0,,,,,control,,,,,
80,easy,8,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,b,False,0.6,0.0,0.5576923076923077,0.03125,1.611633302997536,0.0,,,,,control,,,,,
80,easy,9,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,aa,False,0.0,0.4,0.04691462383770076,0.3729967948717949,1.1692369844643657,0.0,0.03571428571428571,0.03125,0.033447934067540125,1.0,control,,,,,
80,easy,10,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,b,False,0.4,0.0,0.375,0.041666666666666664,1.209837923778334,0.0,,,,,control,,,,,
80,easy,11,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,ab,False,0.0,0.24,0.036458333333333336,0.24144125105663566,0.9171563144452378,0.0,0.03125,0.03571428571428571,0.03344793406754013,0.0,control,,,,,
80,easy,12,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,aa,True,0.4,0.0,0.40506715506715507,0.11545138888888888,0.8519560902684522,1.0,0.125,0.041666666666666664,0.46262352194811307,1.0,control,,,,,
80,easy,13,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.40384615384615385,0.03125,1.3451670696960276,1.0,,,,,control,,,,,
80,easy,14,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,ab,False,0.0,0.4,0.06324404761904762,0.36780481423338574,1.052804839578384,0.0,0.03125,0.40384615384615385,1.3451670696960276,0.0,control,,,,,
80,easy,15,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ba,False,0.4,0.0,0.4244791666666667,0.07967032967032966,1.0712820368703226,0.0,0.08333333333333333,0.041666666666666664,0.25782910930209985,0.0,control,,,,,
80,easy,16,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,a,False,0.0,1.0,0.041666666666666664,0.875,1.92896059074154,0.0,,,,,control,,,,,
80,easy,17,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.019230769230769232,0.90625,2.1329249762810174,1.0,,,,,control,,,,,
80,easy,18,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,a,False,0.0,1.0,0.041666666666666664,0.875,1.92896059074154,0.0,,,,,control,,,,,
80,easy,19,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.019230769230769232,0.90625,2.1329249762810174,1.0,,,,,control,,,,,
81,easy,0,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,b,False,0.6,0.0,0.5208333333333334,0.022727272727272728,1.6210980629515002,0.0,,,,,control,,,,,
81,easy,1,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,ab,False,0.6,0.0,0.5105208333333334,0.042897727272727275,1.4521832375129051,0.0,0.5208333333333334,0.022727272727272728,1.6210980629515002,0.0,control,,,,,
81,easy,2,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,bb,True,1.0,0.0,0.6706912878787878,0.06796875,1.5235099383573005,1.0,0.8125,0.041666666666666664,1.8627112052003394,1.0,control,,,,,
81,easy,3,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,b,True,0.0,1.0,0.041666666666666664,0.8125,1.8627112052003394,1.0,,,,,control,,,,,
81,easy,4,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,aa,False,0.0,1.0,0.04552083333333334,0.8169981060606061,1.8407861461064998,0.0,0.020833333333333332,0.9318181818181818,2.1446655644845585,0.0,control,,,,,
81,easy,5,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,aa,False,0.0,0.4,0.04210069444444445,0.3902304292929293,1.2383396223250067,0.0,0.025,0.0625,0.2623642644674911,0.0,control,,,,,
81,easy,6,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,aa,True,0.0,0.4,0.04498106060606061,0.4084375,1.2547391800337886,1.0,0.022727272727272728,0.4375,1.4769641613677131,1.0,control,,,,,
81,easy,7,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,a,True,0.4,0.0,0.375,0.0625,1.072636802264849,1.0,,,,,control,,,,,
81,easy,8,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,aa,True,0.4,0.0,0.3946180555555556,0.1650094696969697,0.6240202997368097,1.0,0.08333333333333333,0.0625,0.12062798778861472,1.0,control,,,,,
81,easy,9,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.502170138888889,0.8900654269972451,0.49723100070337706,1.0,0.925,0.9318181818181818,0.006629858538669465,1.0,control,,,,,
81,easy,10,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.020833333333333332,0.9318181818181818,2.1446655644845585,1.0,,,,,control,,,,,
81,easy,11,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.020833333333333332,0.9318181818181818,2.1446655644845585,1.0,,,,,control,,,,,
81,easy,12,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,b,True,0.0,1.0,0.041666666666666664,0.8125,1.8627112052003394,1.0,,,,,control,,,,,
81,easy,13,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.062105429292929296,0.2521701388888889,0.7758674862790681,1.0,0.0625,0.025,0.26236426446749106,0.0,control,,,,,
81,easy,14,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.5416666666666666,0.0625,1.3733909562839826,1.0,,,,,control,,,,,
81,easy,15,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,a,True,0.4,0.0,0.4375,0.022727272727272728,1.4769641613677131,1.0,,,,,control,,,,,
81,easy,16,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.07795138888888888,0.4481770833333333,1.1250879626521375,0.0,0.08333333333333333,0.5416666666666666,1.2527629684953678,0.0,control,,,,,
81,easy,17,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.020833333333333332,0.9318181818181818,2.1446655644845585,1.0,,,,,control,,,,,
81,easy,18,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ab,True,0.4,0.0,0.39125631313131315,0.09817708333333333,0.9078050229967345,1.0,0.08333333333333333,0.041666666666666664,0.25782910930209985,1.0,control,,,,,
81,easy,19,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.4375,0.022727272727272728,1.4769641613677131,1.0,,,,,control,,,,,
83,easy,0,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.025,0.9464285714285714,2.1248245475276537,1.0,,,,,control,,,,,
83,easy,1,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,b,False,0.4,0.0,0.325,0.017857142857142856,1.2826159316450492,0.0,,,,,control,,,,,
83,easy,2,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,b,True,0.0,1.0,0.05,0.8928571428571429,1.8899514954072685,1.0,,,,,control,,,,,
83,easy,3,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,a,False,0.0,1.0,0.05,0.8928571428571429,1.8899514954072685,0.0,,,,,control,,,,,
83,easy,4,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.1228125,0.5868303571428571,1.125756718286533,0.0,0.125,0.65,1.2039728043259361,0.0,control,,,,,
83,easy,5,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.65,0.03571428571428571,1.7095213709910828,1.0,,,,,control,,,,,
83,easy,6,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.056445312500000004,0.8271949404761906,1.779457327216522,1.0,0.025,0.9464285714285714,2.1248245475276537,1.0,control,,,,,
83,easy,7,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,aa,False,0.6,1.0,0.58640625,0.9123618197278911,0.38857166171424684,0.0,0.90625,0.9464285714285714,0.039152456097181584,0.0,control,,,,,
83,easy,8,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,bb,False,0.4,0.0,0.31156249999999996,0.0976828231292517,0.7332970490497741,0.0,0.125,0.03571428571428571,0.5055485666651468,0.0,control,,,,,
83,easy,9,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,ba,False,1.0,0.0,0.8030399659863946,0.06183035714285715,1.7192182031309442,0.0,0.8928571428571429,0.05,1.8899514954072687,0.0,control,,,,,
83,easy,10,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,aa,True,0.6,0.0,0.5947265625,0.042689732142857144,1.5828457651526366,1.0,0.625,0.017857142857142856,1.8166984175753071,1.0,control,,,,,
83,easy,11,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.05319940476190476,0.23453125000000002,0.7809899262912707,1.0,0.0625,0.03125,0.2135741002980591,0.0,control,,,,,
83,easy,12,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,b,False,0.4,0.0,0.325,0.017857142857142856,1.2826159316450492,0.0,,,,,control,,,,,
83,easy,13,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.025,0.9464285714285714,2.1248245475276537,1.0,,,,,control,,,,,
83,easy,14,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,ab,False,0.0,0.4,0.048642113095238096,0.30097656250000004,0.9923614868079484,0.0,0.017857142857142856,0.325,1.2826159316450494,0.0,control,,,,,
83,easy,15,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,a,True,0.4,0.0,0.25,0.03571428571428571,0.947381318944186,1.0,,,,,control,,,,,
83,easy,16,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ba,False,0.4,0.0,0.30639880952380955,0.08236607142857143,0.8013189185055379,0.0,0.08333333333333333,0.05,0.20067069546215105,0.0,control,,,,,
83,easy,17,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,a,True,0.6,0.0,0.625,0.017857142857142856,1.8166984175753071,1.0,,,,,control,,,,,
83,easy,18,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,ab,True,0.0,0.4,0.04703125,0.33177083333333335,1.0772498198758513,1.0,0.03125,0.0625,0.21357410029805904,1.0,control,,,,,
83,easy,19,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.025,0.9464285714285714,2.1248245475276537,1.0,,,,,control,,,,,
84,easy,0,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ab,True,0.4,0.0,0.4915922619047619,0.0827529761904762,1.1746822667251997,1.0,0.90625,0.03571428571428571,2.0034339931934997,1.0,control,,,,,
84,easy,1,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,bb,False,0.4,0.0,0.4806653911564626,0.13447916666666668,0.9068079296783227,0.0,0.90625,0.05,1.9033505346365174,0.0,control,,,,,
84,easy,2,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.4642857142857143,0.05,1.3249254147435983,1.0,,,,,control,,,,,
84,easy,3,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,a,False,0.0,1.0,0.03571428571428571,0.85,1.9459101490553132,0.0,,,,,control,,,,,
84,easy,4,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,ba,False,1.0,0.0,0.7307291666666665,0.05900297619047619,1.6533809089551104,0.0,0.85,0.03571428571428571,1.9459101490553132,0.0,control,,,,,
84,easy,5,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,aa,True,0.6,0.0,0.5334542410714287,0.0712890625,1.307835211900129,1.0,0.55,0.05,1.466337068793427,1.0,control,,,,,
84,easy,6,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.5156795634920636,0.7744791666666665,0.35090183198589875,1.0,0.90625,0.85,0.05752384413818673,0.0,control,,,,,
84,easy,7,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.04024305555555556,0.21300099206349207,0.8028293316455413,1.0,0.03125,0.03125,0.0,,control,,,,,
84,easy,8,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,a,True,0.4,0.0,0.4166666666666667,0.05,1.2367626271489267,1.0,,,,,control,,,,,
84,easy,9,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.08972151360544219,0.4032886904761905,0.9756066637099221,0.0,0.03125,0.4642857142857143,1.458456807368121,0.0,control,,,,,
84,easy,10,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.016666666666666666,0.85,2.097141118779237,1.0,,,,,control,,,,,
84,easy,11,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.0484468005952381,0.8027994791666666,1.805273819126619,1.0,0.016666666666666666,0.85,2.097141118779237,1.0,control,,,,,
