participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
69,hard,7,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,0.027777777777777776,0.53125,1.5974093365684932,1.0,,,,,control,,,,,
69,hard,8,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ba,False,0.36,0.6,0.3099175347222222,0.4913194444444444,0.36640038187064966,0.0,0.5416666666666666,0.53125,0.016366977464205193,1.0,control,,,,,
69,hard,9,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,a,False,0.0,0.4,0.041666666666666664,0.75,1.791759469228055,0.0,,,,,control,,,,,
69,hard,10,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,bb,False,0.24,0.0,0.24516782407407406,0.06770833333333333,0.7218043858413727,0.0,0.375,0.03125,1.286210902562908,0.0,control,,,,,
69,hard,11,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,ba,False,0.4,0.0,0.4651258680555555,0.054882812499999996,1.29437969907184,0.0,0.85,0.027777777777777776,2.00616934057351,0.0,control,,,,,
69,hard,12,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,bb,True,0.0,0.36,0.045507812499999994,0.361328125,1.1538797783777481,1.0,0.027777777777777776,0.53125,1.5974093365684932,1.0,control,,,,,
69,hard,13,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,a,True,0.4,0.0,0.375,0.08333333333333333,0.9520088144762341,1.0,,,,,control,,,,,
69,hard,14,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,b,True,0.0,0.4,0.03125,0.28125,1.0663514264498881,1.0,,,,,control,,,,,
69,hard,15,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ba,True,0.0,0.24,0.08940972222222221,0.38871527777777776,0.9478675547407199,1.0,0.08333333333333333,0.40625,1.0157246288623418,1.0,control,,,,,
69,hard,16,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.9166666666666666,0.03125,2.0471806794616145,1.0,,,,,control,,,,,
69,hard,17,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,b,True,0.0,0.4,0.027777777777777776,0.40625,1.3767379743996726,1.0,,,,,control,,,,,
69,hard,18,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,b,False,0.4,0.0,0.53125,0.03125,1.5705980791178364,0.0,,,,,control,,,,,
69,hard,19,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ab,False,0.4,0.0,0.36929253472222223,0.08159722222222221,0.949435145495376,0.0,0.041666666666666664,0.03125,0.07637297878457396,0.0,control,,,,,
70,hard,0,visible,hard_c_vis_3a2,3,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.9423076923076923,0.03571428571428571,2.038640633307037,1.0,,,,,control,,,,,
70,hard,1,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ab,True,0.36,0.6,0.29577609890109885,0.5856227106227105,0.549478847377562,1.0,0.45,0.6071428571428571,0.25131442828090594,1.0,control,,,,,
70,hard,2,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ba,True,0.0,0.24,0.08214285714285714,0.21957799145299145,0.5622100401958692,1.0,0.08333333333333333,0.05,0.20067069546215105,0.0,control,,,,,
70,hard,3,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.9423076923076923,0.03571428571428571,2.038640633307037,1.0,,,,,control,,,,,
70,hard,4,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,a,True,0.4,0.0,0.45,0.027777777777777776,1.4596256342054403,1.0,,,,,control,,,,,
70,hard,5,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,aa,True,0.4,0.0,0.3988581730769231,0.06283068783068783,1.1196108970689613,1.0,0.45,0.03571428571428571,1.3993664426872434,1.0,control,,,,,
70,hard,6,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,a,False,0.0,0.4,0.019230769230769232,0.32142857142857145,1.2625894478267967,0.0,,,,,control,,,,,
70,hard,7,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,aa,True,0.4,0.0,0.3792788461538462,0.058550824175824176,1.1062073711369282,1.0,0.8125,0.019230769230769232,2.035127233004891,1.0,control,,,,,
70,hard,8,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,0.019230769230769232,0.6071428571428571,1.780171854055667,1.0,,,,,control,,,,,
70,hard,9,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,b,True,0.0,0.4,0.05,0.3611111111111111,1.1230037417922687,1.0,,,,,control,,,,,
70,hard,10,visible,hard_c_vis_3b1,3,b,2.0,1.0,a,b,b,b,True,0.0,0.6,0.019230769230769232,0.6071428571428571,1.780171854055667,1.0,,,,,control,,,,,
70,hard,11,hidden,hard_c_hid_13-aa-ba,1,,,3.0,aa,ba,aa,ba,False,0.4,0.0,0.3915865384615385,0.0703258547008547,1.0599245994978501,0.0,0.8125,0.05,1.8055527913603906,0.0,control,,,,,
70,hard,12,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ab,False,0.4,0.0,0.2939903846153846,0.0612026862026862,0.8936640107485931,0.0,0.05,0.03571428571428571,0.10008345855698263,0.0,control,,,,,
70,hard,13,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,bb,True,0.0,0.36,0.04605082417582418,0.40391156462585026,1.2384461137378813,1.0,0.019230769230769232,0.6071428571428571,1.780171854055667,1.0,control,,,,,
70,hard,14,hidden,hard_c_hid_13-ab-ba,1,,,3.0,ab,ba,ab,ab,True,0.64,0.0,0.5178571428571429,0.0703258547008547,1.288543875604786,1.0,0.75,0.05,1.7346010553881064,1.0,control,,,,,
70,hard,15,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,a,True,0.4,0.0,0.45,0.03571428571428571,1.3993664426872434,1.0,,,,,control,,,,,
70,hard,16,hidden,hard_c_hid_03-aa-ab,0,,,3.0,aa,ab,ab,ab,True,0.0,0.4,0.09573317307692308,0.3328373015873016,0.793609540597216,1.0,0.05,0.32142857142857145,1.0330150061822965,1.0,control,,,,,
70,hard,17,visible,hard_c_vis_2b0,2,b,1.0,0.0,a,b,a,a,True,0.4,0.0,0.45,0.027777777777777776,1.4596256342054403,1.0,,,,,control,,,,,
70,hard,18,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,aa,True,0.24,0.0,0.2540865384615385,0.04034391534391534,0.9254453937669168,1.0,0.0625,0.027777777777777776,0.2403853577487159,1.0,control,,,,,
70,hard,19,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,a,False,0.0,0.4,0.05,0.32142857142857145,1.0330150061822965,0.0,,,,,control,,,,,
71,hard,0,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,b,True,0.0,0.4,0.03571428571428571,0.4722222222222222,1.438975580782289,1.0,,,,,control,,,,,
71,hard,1,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ab,True,0.36,0.6,0.24090608465608465,0.4391121031746032,0.45831650512469985,1.0,0.041666666666666664,0.4722222222222222,1.3960505360652553,1.0,control,,,,,
71,hard,2,visible,hard_c_vis_2b0,2,b,1.0,0.0,a,b,a,a,True,0.4,0.0,0.4642857142857143,0.08333333333333333,1.1242547192814474,1.0,,,,,control,,,,,
71,hard,3,hidden,hard_c_hid_13-aa-ba,1,,,3.0,aa,ba,aa,aa,True,0.4,0.0,0.42538265306122447,0.1056547619047619,0.9379280102812073,1.0,0.875,0.03571428571428571,1.9718856354585739,1.0,control,,,,,
71,hard,4,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ab,False,0.0,0.24,0.08246527777777778,0.28621031746031744,0.7498221887980818,0.0,0.041666666666666664,0.03571428571428571,0.042925044717033844,1.0,control,,,,,
71,hard,5,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,a,True,0.4,0.0,0.4642857142857143,0.03125,1.458456807368121,1.0,,,,,control,,,,,
71,hard,6,hidden,hard_c_hid_13-ab-ba,1,,,3.0,ab,ba,ab,ba,False,0.64,0.0,0.6107390873015873,0.1056547619047619,1.240106546841698,0.0,0.875,0.03571428571428571,1.9718856354585739,0.0,control,,,,,
71,hard,7,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,bb,False,0.4,0.0,0.4288194444444444,0.05222800925925926,1.2452676009523547,0.0,0.4642857142857143,0.03125,1.458456807368121,0.0,control,,,,,
71,hard,8,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,0.03571428571428571,0.4722222222222222,1.438975580782289,1.0,,,,,control,,,,,
71,hard,9,hidden,hard_c_hid_03-aa-ab,0,,,3.0,aa,ab,ab,aa,False,0.0,0.4,0.07068452380952381,0.30107060185185186,0.8543205136831855,0.0,0.03571428571428571,0.28125,1.032903492382348,0.0,control,,,,,
71,hard,10,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,b,True,0.0,0.4,0.03571428571428571,0.28125,1.032903492382348,1.0,,,,,control,,,,,
71,hard,11,visible,hard_c_vis_3a2,3,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.8928571428571429,0.027777777777777776,2.0502941454824484,1.0,,,,,control,,,,,
71,hard,12,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,aa,True,0.24,0.0,0.25276360544217685,0.09056712962962962,0.6157936406334045,1.0,0.041666666666666664,0.08333333333333333,0.25782910930209996,0.0,control,,,,,
71,hard,13,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ab,False,0.4,0.0,0.43204365079365076,0.08097718253968253,1.0783545763371958,0.0,0.875,0.027777777777777776,2.032144826976771,0.0,control,,,,,
71,hard,14,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,aa,True,0.4,0.0,0.42538265306122447,0.06194196428571428,1.1768888341764154,1.0,0.875,0.03571428571428571,1.9718856354585739,1.0,control,,,,,
71,hard,15,visible,hard_c_vis_3b1,3,b,2.0,1.0,a,b,b,b,True,0.0,0.6,0.03571428571428571,0.4722222222222222,1.438975580782289,1.0,,,,,control,,,,,
71,hard,16,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,b,False,0.4,0.0,0.4642857142857143,0.08333333333333333,1.1242547192814474,0.0,,,,,control,,,,,
71,hard,17,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,a,False,0.0,0.4,0.03571428571428571,0.4166666666666667,1.3368460857059092,0.0,,,,,control,,,,,
71,hard,18,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,bb,True,0.0,0.36,0.04929315476190476,0.3330078125,1.064843915952927,1.0,0.03571428571428571,0.4722222222222222,1.438975580782289,1.0,control,,,,,
71,hard,19,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.8928571428571429,0.027777777777777776,2.0502941454824484,1.0,,,,,control,,,,,
72,hard,1,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.5908203125,0.044708251953125,1.563160090132122,1.0,0.60693359375,0.03570556640625,1.6504491487393624,1.0,prediction,b,1.0,,,
72,hard,2,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.014705882352941176,0.9558823529411765,2.2197607423586323,1.0,,,,,prediction,a,2.0,,,
72,hard,3,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.40380859375,0.1646728515625,0.6437018807032487,1.0,0.60693359375,0.03570556640625,1.6504491487393624,1.0,prediction,b,1.0,,,
72,hard,4,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.0924072265625,0.280517578125,0.6819182760498566,1.0,0.08331298828125,0.08331298828125,0.0,,prediction,a,2.0,,,
72,hard,5,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.353759765625,0.1959228515625,0.42746912364677264,0.0,0.75,0.08331298828125,1.534041339095279,0.0,prediction,a,3.0,,,
72,hard,6,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,1.0,,,,,prediction,b,3.0,,,
72,hard,7,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,0.0924072265625,0.358642578125,0.8686571122008111,0.0,0.08331298828125,0.416748046875,1.0363604085333344,0.0,prediction,a,0.0,,,
72,hard,8,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.92431640625,0.0272369384765625,2.0857297427728967,1.0,0.9560546875,0.01470947265625,2.219892643238721,1.0,prediction,a,2.0,,,
72,hard,9,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.40380859375,0.47314453125,0.12894149931368462,0.0,0.58349609375,0.361083984375,0.3936407359864158,1.0,prediction,b,3.0,,,
72,hard,10,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,1.0,,,,,prediction,b,0.0,,,
72,hard,11,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.0625,0.3125,0.9315582040049434,0.0,,,,,prediction,a,0.0,,,
72,hard,12,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.6071428571428571,0.03571428571428571,1.6506808709681493,0.0,,,,,prediction,b,2.0,,,
72,hard,13,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,0.0,,,,,prediction,b,3.0,,,
72,hard,14,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.08978271484375,0.27734375,0.6872767640625037,1.0,0.0625,0.3125,0.9315582040049434,1.0,prediction,a,0.0,,,
72,hard,15,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,1,True,0.0,0.6,0.08333333333333333,0.4166666666666667,1.0360919316867756,1.0,,,,,prediction,a,1.0,,,
72,hard,16,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.5625,0.0625,1.405342556090585,1.0,,,,,prediction,a,2.0,,,
72,hard,17,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.5833333333333334,0.027777777777777776,1.6766901394432678,1.0,,,,,prediction,b,1.0,,,
72,hard,18,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.07989501953125,0.251708984375,0.6704306287959905,1.0,0.01470947265625,0.01470947265625,0.0,,prediction,a,3.0,,,
72,hard,19,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,3,True,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,1.0,,,,,prediction,a,3.0,,,
72,hard,20,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.0858154296875,0.297119140625,0.7594824704593288,1.0,0.03570556640625,0.03570556640625,0.0,,prediction,b,3.0,,,
73,hard,1,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.07940673828125,0.36376953125,0.9497322199222732,1.0,0.04998779296875,0.25,0.8473792439070856,1.0,prediction,a,0.0,,,
73,hard,2,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.08758544921875,0.493896484375,1.1524705646829947,1.0,0.04998779296875,0.85009765625,1.8460108647876923,1.0,prediction,a,3.0,,,
73,hard,3,hidden,hard_p_hid_3bb13,3,b,,,1,3,,3,False,0.36,0.16,0.32470703125,0.193359375,0.370001199713613,0.0,0.53125,0.03125,1.5705980791178364,0.0,prediction,b,1.0,,,
73,hard,4,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,0.0941162109375,0.481201171875,1.0966399428263416,0.0,0.08331298828125,0.75,1.534041339095279,0.0,prediction,b,3.0,,,
73,hard,5,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.38636363636363635,0.022727272727272728,1.3769919684575769,0.0,,,,,prediction,b,3.0,,,
73,hard,6,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,1,False,0.6,0.0,0.3125,0.0625,0.9315582040049435,0.0,,,,,prediction,a,2.0,,,
73,hard,7,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.24951171875,0.1064453125,0.5265015443358427,0.0,0.04998779296875,0.04998779296875,0.0,,prediction,a,3.0,,,
73,hard,8,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,1,False,0.0,1.0,0.027777777777777776,0.9166666666666666,2.0739919369122712,0.0,,,,,prediction,a,2.0,,,
73,hard,9,hidden,hard_p_hid_1ba32,1,b,,,3,2,,3,False,0.0,0.24,0.07940673828125,0.1837158203125,0.4583175954761345,0.0,0.04998779296875,0.04998779296875,0.0,,prediction,a,2.0,,,
73,hard,10,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,0.5048828125,0.047607421875,1.4104785463136353,0.0,0.53125,0.03125,1.5705980791178364,0.0,prediction,b,1.0,,,
73,hard,11,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.8515625,0.05218505859375,1.833008099284539,1.0,0.91650390625,0.02777099609375,2.0738849073404206,1.0,prediction,a,2.0,,,
73,hard,12,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.08953857421875,0.49462890625,1.1433449623072403,1.0,0.0625,0.5625,1.405342556090585,1.0,prediction,a,0.0,,,
73,hard,13,hidden,hard_p_hid_2bb13,2,b,,,1,3,,3,True,0.36,0.64,0.33349609375,0.53369140625,0.3796793097871332,1.0,0.53125,0.40625,0.22067136216882066,0.0,prediction,b,3.0,,,
73,hard,14,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,0.40625,0.03125,1.3499267169490157,0.0,,,,,prediction,b,0.0,,,
73,hard,15,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,0.0,,,,,prediction,b,3.0,,,
73,hard,16,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,0,False,0.6,0.0,0.53125,0.03125,1.5705980791178364,0.0,,,,,prediction,b,1.0,,,
73,hard,17,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5681818181818182,0.022727272727272728,1.6945957207744071,0.0,,,,,prediction,b,2.0,,,
73,hard,18,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.0625,0.5625,1.405342556090585,1.0,,,,,prediction,a,0.0,,,
73,hard,19,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.05,0.65,1.6094379124341003,0.0,,,,,prediction,a,1.0,,,
73,hard,20,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.85,0.05,1.8458266904983305,0.0,,,,,prediction,a,3.0,,,
75,hard,1,hidden,hard_p_hid_3bb13,3,b,,,1,3,,3,False,0.36,0.16,0.33642578125,0.1826171875,0.43452504174202233,0.0,0.53125,0.03125,1.5705980791178364,0.0,prediction,b,1.0,,,
75,hard,2,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,0.40625,0.03125,1.3499267169490157,0.0,,,,,prediction,b,0.0,,,
75,hard,3,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.3611111111111111,0.027777777777777776,1.2833463918674484,0.0,,,,,prediction,b,3.0,,,
75,hard,4,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.325439453125,0.556640625,0.4340142328571647,0.0,0.54150390625,0.375,0.30050046924647006,1.0,prediction,b,3.0,,,
75,hard,5,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,0.50439453125,0.047393798828125,1.411119273623248,0.0,0.53125,0.03125,1.5705980791178364,0.0,prediction,b,1.0,,,
75,hard,6,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.85,0.05,1.8458266904983305,0.0,,,,,prediction,a,3.0,,,
75,hard,7,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.85546875,0.051605224609375,1.8409221220186887,1.0,0.91650390625,0.02777099609375,2.0738849073404206,1.0,prediction,a,2.0,,,
75,hard,8,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,0.077880859375,0.375,0.9822008071973843,0.0,0.041656494140625,0.375,1.2099097324226895,0.0,prediction,a,0.0,,,
75,hard,9,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.5416666666666666,0.041666666666666664,1.5105920777974677,1.0,,,,,prediction,b,1.0,,,
75,hard,10,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.06781005859375,0.433349609375,1.1563444004920138,1.0,0.04998779296875,0.85009765625,1.8460108647876923,1.0,prediction,b,3.0,,,
75,hard,11,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.027777777777777776,0.9166666666666666,2.0739919369122712,1.0,,,,,prediction,a,2.0,,,
75,hard,12,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.041666666666666664,0.5416666666666666,1.5105920777974677,0.0,,,,,prediction,a,1.0,,,
75,hard,13,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.073486328125,0.405029296875,1.0685176453567764,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,0.0,,,
75,hard,14,hidden,hard_p_hid_1ba32,1,b,,,3,2,,3,False,0.0,0.24,0.077880859375,0.2315673828125,0.622717058535559,0.0,0.041656494140625,0.041656494140625,0.0,,prediction,a,2.0,,,
75,hard,15,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.344482421875,0.0982666015625,0.8072979107828231,0.0,0.041656494140625,0.041656494140625,0.0,,prediction,a,3.0,,,
75,hard,16,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5833333333333334,0.027777777777777776,1.6766901394432678,0.0,,,,,prediction,b,2.0,,,
75,hard,17,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.07623291015625,0.399658203125,1.0421177975768314,1.0,0.04998779296875,0.85009765625,1.8460108647876923,1.0,prediction,a,3.0,,,
75,hard,18,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.05,0.45,1.2992829841302607,1.0,,,,,prediction,a,0.0,,,
75,hard,19,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,0.85,0.05,1.8458266904983305,0.0,,,,,prediction,b,3.0,,,
75,hard,20,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,1,False,0.6,0.0,0.45,0.05,1.2992829841302609,0.0,,,,,prediction,a,2.0,,,
76,hard,1,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,0.8125,0.0625,1.7255100836868542,0.0,,,,,prediction,b,3.0,,,
76,hard,2,hidden,hard_p_hid_1ba32,1,b,,,3,2,,3,False,0.0,0.24,0.07391357421875,0.2626953125,0.7350046463752554,0.0,0.041656494140625,0.041656494140625,0.0,,prediction,a,2.0,,,
76,hard,3,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,0,False,0.6,0.0,0.4642857142857143,0.03571428571428571,1.4250088733005808,0.0,,,,,prediction,b,1.0,,,
76,hard,4,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,0.07391357421875,0.3857421875,1.0271195288259543,0.0,0.041656494140625,0.375,1.2099097324226895,0.0,prediction,a,0.0,,,
76,hard,5,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5833333333333334,0.027777777777777776,1.6766901394432678,0.0,,,,,prediction,b,2.0,,,
76,hard,6,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.07623291015625,0.399658203125,1.0421177975768314,1.0,0.04998779296875,0.85009765625,1.8460108647876923,1.0,prediction,a,3.0,,,
76,hard,7,hidden,hard_p_hid_2aa23,2,a,,,2,3,,3,False,1.0,0.0,0.85546875,0.051605224609375,1.8409221220186887,0.0,0.91650390625,0.02777099609375,2.0738849073404206,0.0,prediction,a,2.0,,,
76,hard,8,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.041666666666666664,0.5416666666666666,1.5105920777974677,0.0,,,,,prediction,a,1.0,,,
76,hard,9,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.407470703125,0.18408203125,0.5801759425332746,1.0,0.65625,0.03125,1.751268107873318,1.0,prediction,b,1.0,,,
76,hard,10,hidden,hard_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.4,0.073486328125,0.405029296875,1.0685176453567764,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,0.0,,,
76,hard,11,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,0.0731201171875,0.4208984375,1.1015694125578535,0.0,0.0625,0.8125,1.7255100836868542,0.0,prediction,b,3.0,,,
76,hard,12,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,1,False,0.0,1.0,0.027777777777777776,0.9166666666666666,2.0739919369122712,0.0,,,,,prediction,a,2.0,,,
76,hard,13,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,3,True,0.4,0.0,0.3611111111111111,0.027777777777777776,1.2833463918674484,1.0,,,,,prediction,b,3.0,,,
76,hard,14,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.344482421875,0.0982666015625,0.8072979107828231,0.0,0.041656494140625,0.041656494140625,0.0,,prediction,a,3.0,,,
76,hard,15,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.34375,0.54541015625,0.3746246750694656,0.0,0.46435546875,0.46435546875,0.0,,prediction,b,3.0,,,
76,hard,16,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.85,0.05,1.8458266904983305,0.0,,,,,prediction,a,3.0,,,
76,hard,17,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,0.28125,0.03125,1.0663514264498881,0.0,,,,,prediction,b,0.0,,,
76,hard,18,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.05,0.45,1.2992829841302607,1.0,,,,,prediction,a,0.0,,,
76,hard,19,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,0.6171875,0.047576904296875,1.5809878877194967,0.0,0.65625,0.03125,1.751268107873318,0.0,prediction,b,1.0,,,
